Дата;"Реальная сумма";"Планируемая сумма";"Валюта";"Категория";"Описание";"Счёт";"Конверт";"Перевод"		
2022-10-16;"-33.0";"-70.0";"azn";"Подарки";"33 день рождения Самиры";"Кошелёк";"Резервы";""		
2022-10-16;"-20.0";"-15.0";"azn";"Гигиена и красота";"20";"Кошелёк";"Резервы";""		
2022-10-16;"-13.6";"-20.0";"azn";"Продукты";"13.6";"Albali кредитная карта";"Резервы";""		
2022-10-14;"-8.6";"";"azn";"Платный софт";"8.6 Onworks.net";"Albali кредитная карта";"ХаниМани";""		
2022-10-14;"-4.0";"-4.0";"azn";"Платный софт";"4 Google One";"Albali кредитная карта";"Резервы";""		
2022-10-14;"-27.0";"-20.0";"azn";"Продукты";"27";"Кошелёк";"Резервы";""		
2022-10-12;"-3.0";"";"azn";"Интернет и связь";"3 Самира";"Albali кредитная карта";"ХаниМани";""		
2022-10-12;"-31.0";"-20.0";"azn";"Ребенок";"31";"Кошелёк";"Резервы";""		
2022-10-12;"-29.0";"-20.0";"azn";"Продукты";"29";"Кошелёк";"Резервы";""		
2022-10-11;"-9.0";"-10.0";"azn";"Ком. услуги / Вода";"9";"Albali кредитная карта";"Резервы";""		
2022-10-11;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-10-11;"-43.7";"";"azn";"Ребенок";"43.7";"Albali кредитная карта";"ХаниМани";""		
2022-10-11;"150.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-10-10;"-14.0";"-20.0";"azn";"Продукты";"14";"Кошелёк";"Резервы";""		
2022-10-10;"54.0";"";"azn";"Пенсия Самира";"54";"ABB kart Samira";"ХаниМани";""		
2022-10-10;"-16.0";"-16.0";"azn";"Ком. услуги / Квартира";"16";"Кошелёк";"Резервы";""		
2022-10-10;"269.0";"269.0";"azn";"Пенсия Самира";"269";"ABB kart Samira";"Резервы";""		
2022-10-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento databse";"Albali кредитная карта";"Резервы";""		
2022-10-09;"-45.0";"-15.0";"azn";"Гигиена и красота";"45";"Albali кредитная карта";"Резервы";""		
2022-10-09;"-4.5";"-20.0";"azn";"Ребенок";"4.5";"Albali кредитная карта";"Резервы";""		
2022-10-08;"-27.1";"-20.0";"azn";"Продукты";"4 23.1";"Albali кредитная карта";"Резервы";""		
2022-10-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2022-10-07;"-32.8";"-30.0";"azn";"Ком. услуги / Электроэнергия";"32.8";"Albali кредитная карта";"Резервы";""		
2022-10-06;"-35.0";"";"azn";"Ребенок";"35 одежда";"Albali кредитная карта";"ХаниМани";""		
2022-10-06;"-2.0";"";"azn";"Развлечения и хобби";"2 футбол";"Кошелёк";"ХаниМани";""		
2022-10-06;"-13.0";"-20.0";"azn";"Ребенок";"13 одежда";"ASB kart";"Резервы";""		
2022-10-06;"-8.1";"-20.0";"azn";"Продукты";"8.1";"Albali кредитная карта";"Резервы";""		
2022-10-06;"95.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2022-10-04;"-0.8";"";"azn";"Автомобиль";"0.8";"Кошелёк";"ХаниМани";""		
2022-10-04;"-52.0";"-20.0";"azn";"Продукты";"49.6 2.4";"Albali кредитная карта";"Резервы";""		
2022-10-04;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Albali кредитная карта";"Резервы";""		
2022-10-04;"-20.0";"";"azn";"Ребенок";"20 одежда";"ASB kart";"ХаниМани";""		
2022-10-03;"-10.0";"";"azn";"Ребенок";"10 одежда";"Кошелек Самира";"ХаниМани";""		
2022-10-03;"-10.0";"";"azn";"Продукты";"10";"Кошелек Самира";"ХаниМани";""		
2022-10-03;"-30.4";"-20.0";"azn";"Ребенок";"30.4";"Albali кредитная карта";"Резервы";""		
2022-10-03;"-80.0";"-100.0";"azn";"Автомобиль / Запчасти";"80";"Кошелёк";"Резервы";""		
2022-10-03;"-60.0";"-70.0";"azn";"Автомобиль / Ремонт";"60";"Кошелёк";"Резервы";""		
2022-10-02;"-5.0";"-15.0";"azn";"Гигиена и красота";"5 парикмахер";"Кошелек Самира";"Резервы";""		
2022-10-01;"1398.0";"1900.0";"azn";"Зарплата Ильгар";"1398";"ASB kart";"Резервы";""		
2022-10-01;"50.0";"";"azn";"";"";"";"";"ASB kart => Депозит-Подушка безопасности"		
2022-10-01;"903.5";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-10-01;"9.9";"";"azn";"Проценты и бонусы";"9.9";"Депозит-Подушка безопасности";"ХаниМани";""		
2022-10-01;"53.42";"";"azn";"Проценты и бонусы";"53.42 edv";"Albali kart";"ХаниМани";""		
2022-10-01;"50.0";"";"azn";"";"";"";"";"Albali kart => Депозит-Подушка безопасности"		
2022-10-01;"479.0";"";"azn";"Зарплата Ильгар";"479";"Страхование жизни";"ХаниМани";""		
2022-09-30;"-6.5";"";"azn";"Продукты";"6.5";"Кошелёк";"ХаниМани";""		
2022-09-30;"-70.0";"-20.0";"azn";"Ребенок";"26 куртка 44 одежда";"Кошелек Самира";"Резервы";""		
2022-09-30;"-18.0";"";"azn";"Интернет и связь";"15 ailetv 3 ilqar";"Albali кредитная карта";"ХаниМани";""		
2022-09-30;"-6.7";"-20.0";"azn";"Продукты";"6.7";"Albali кредитная карта";"Резервы";""		
2022-09-29;"50.0";"";"azn";"";"";"";"";"Albali kart => Albali кредитная карта"		
2022-09-29;"-1.2";"";"azn";"Кафе	 ресторан";"1.2";"Кошелёк";"ХаниМани";""	
2022-09-28;"-2.5";"-25.0";"azn";"Дом";"2.5";"Кошелёк";"Резервы";""		
2022-09-28;"-31.0";"-20.0";"azn";"Продукты";"31";"Albali кредитная карта";"Резервы";""		
2022-09-28;"-61.2";"";"azn";"Дом";"1.2 60 очки";"Albali кредитная карта";"ХаниМани";""		
2022-09-27;"-15.0";"-25.0";"azn";"Кафе	 ресторан";"8 1 6";"Кошелёк";"Резервы";""	
2022-09-27;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-09-27;"-74.2";"-20.0";"azn";"Ребенок";"55.7 одежда 4.7 4.5 9.3";"Albali кредитная карта";"Резервы";""		
2022-09-26;"-7.0";"-50.0";"azn";"Развлечения и хобби";"5 футбол 2 футбол";"Кошелёк";"Резервы";""		
2022-09-26;"-0.5";"";"azn";"Медицина / Лекарства";"0.5";"Кошелёк";"ХаниМани";""		
2022-09-26;"-61.6";"-20.0";"azn";"Продукты";"61 0.6";"Albali кредитная карта";"Резервы";""		
2022-09-25;"55.0";"";"azn";"";"";"";"";"Albali кредитная карта => Кошелёк"		
2022-09-25;"-80.1";"-70.0";"azn";"Подарки";"20 Metanet помощь 25 Эльхану 16.1 xedice 9 Эльхану 10 сотруднику";"Кошелёк";"Резервы";""		
2022-09-24;"-45.0";"-20.0";"azn";"Ребенок";"45";"Albali кредитная карта";"Резервы";""		
2022-09-24;"-16.0";"-20.0";"azn";"Продукты";"16";"Кошелек Самира";"Резервы";""		
2022-09-24;"-8.0";"-8.0";"azn";"Платный софт";"8 Megogo";"Albali кредитная карта";"Резервы";""		
2022-09-22;"-3.3";"-20.0";"azn";"Продукты";"2 1.3";"Albali кредитная карта";"Резервы";""		
2022-09-22;"-15.0";"";"azn";"Интернет и связь";"15 за кредитную карту";"Кошелёк";"ХаниМани";""		
2022-09-22;"95.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-09-22;"-5.4";"";"azn";"Продукты";"4.4 1";"Кошелёк";"ХаниМани";""		
2022-09-21;"-3.6";"";"azn";"Продукты";"3.6";"Кошелек Самира";"ХаниМани";""		
2022-09-21;"-10.9";"";"azn";"Ребенок";"10.9";"Кошелек Самира";"ХаниМани";""		
2022-09-21;"-3.0";"";"azn";"Подарки";"3 Наибе мобильный";"Albali кредитная карта";"ХаниМани";""		
2022-09-21;"-23.0";"-20.0";"azn";"Ребенок";"23";"Albali кредитная карта";"Резервы";""		
2022-09-20;"-44.0";"-20.0";"azn";"Продукты";"4 40";"Кошелёк";"Резервы";""		
2022-09-20;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"10 10";"Кошелёк";"Резервы";""		
2022-09-20;"-7.1";"";"azn";"Продукты";"7.1";"Albali кредитная карта";"ХаниМани";""		
2022-09-20;"-75.0";"-30.0";"azn";"Медицина / Лечение";"40 Тамерлану 35 Хадиджа";"Кошелёк";"Резервы";""		
2022-09-20;"-126.39999999999999";"-30.0";"azn";"Медицина / Лекарства";"15.1 68 для лица Самиры 43.3 невропатолог";"Albali кредитная карта";"Резервы";""		
2022-09-18;"-11.0";"-20.0";"azn";"Продукты";"11";"Albali кредитная карта";"Резервы";""		
2022-09-18;"-15.0";"-20.0";"azn";"Ребенок";"15 прививка";"Albali кредитная карта";"Резервы";""		
2022-09-18;"-3.0";"-35.0";"azn";"Интернет и связь";"3 Самира";"Albali кредитная карта";"Резервы";""		
2022-09-18;"-0.6";"";"azn";"Продукты";"0.6";"Кошелек Самира";"ХаниМани";""		
2022-09-18;"-2.4";"";"azn";"Продукты";"2.4";"Кошелёк";"ХаниМани";""		
2022-09-18;"-4.8";"";"azn";"Ребенок";"4.8";"Кошелек Самира";"ХаниМани";""		
2022-09-16;"-11.0";"-20.0";"azn";"Продукты";"11";"Albali кредитная карта";"Резервы";""		
2022-09-15;"-8.7";"-20.0";"azn";"Ребенок";"8.7";"Albali кредитная карта";"Резервы";""		
2022-09-14;"-4.0";"-4.0";"azn";"Платный софт";"4 Google One";"Albali кредитная карта";"Резервы";""		
2022-09-14;"50.0";"";"azn";"";"";"";"";"Кошелек Самира => Кошелёк"		
2022-09-14;"200.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-09-14;"-11.0";"";"azn";"Ребенок";"11";"Кошелёк";"ХаниМани";""		
2022-09-14;"-55.0";"-20.0";"azn";"Продукты";"15 торт 40 мясо";"Кошелёк";"Резервы";""		
2022-09-14;"-22.0";"";"azn";"Продукты";"22";"Кошелёк";"ХаниМани";""		
2022-09-13;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Albali кредитная карта";"Резервы";""		
2022-09-12;"-43.0";"-20.0";"azn";"Ребенок";"43";"Кошелёк";"Резервы";""		
2022-09-12;"-11.0";"";"azn";"Продукты";"6.6 2.2 2.2";"Кошелёк";"ХаниМани";""		
2022-09-12;"-29.0";"-20.0";"azn";"Продукты";"29";"Albali кредитная карта";"Резервы";""		
2022-09-12;"180.0";"";"azn";"Подарки";"100 50 30 Gulcohre Gulsen Ayten usaq ucun";"Кошелек Самира";"ХаниМани";""		
2022-09-11;"-15.0";"-15.0";"azn";"Гигиена и красота";"15";"Albali кредитная карта";"Резервы";""		
2022-09-11;"-15.0";"-10.0";"azn";"Ком. услуги / Вода";"15";"Albali кредитная карта";"Резервы";""		
2022-09-10;"-54.0";"-20.0";"azn";"Продукты";"54";"Albali кредитная карта";"Резервы";""		
2022-09-10;"-16.0";"-16.0";"azn";"Ком. услуги / Квартира";"16";"Кошелёк";"Резервы";""		
2022-09-10;"-12.0";"-12.0";"azn";"Платный софт";"12 Memento database";"Albali кредитная карта";"Резервы";""		
2022-09-10;"269.0";"269.0";"azn";"Пенсия Самира";"269";"ABB kart Samira";"Резервы";""		
2022-09-09;"-5.0";"";"azn";"Продукты";"5";"Кошелек Самира";"ХаниМани";""		
2022-09-09;"-52.0";"";"azn";"Платный софт";"52 непонятно на что из worldkart вышло";"Кошелёк";"ХаниМани";""		
2022-09-09;"-28.2";"-20.0";"azn";"Ребенок";"28.2";"Albali кредитная карта";"Резервы";""		
2022-09-08;"-10.5";"";"azn";"Продукты";"10.5";"Кошелёк";"ХаниМани";""		
2022-09-08;"-6.2";"-20.0";"azn";"Продукты";"6.2";"Кошелек Самира";"Резервы";""		
2022-09-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali кредитная карта";"Резервы";""		
2022-09-07;"-41.25";"-30.0";"azn";"Ком. услуги / Электроэнергия";"41.25";"Albali кредитная карта";"Резервы";""		
2022-09-06;"-16.0";"-20.0";"azn";"Ребенок";"16 одежда";"Albali кредитная карта";"Резервы";""		
2022-09-06;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-09-06;"-11.6";"-20.0";"azn";"Продукты";"1.6 3 7";"Albali кредитная карта";"Резервы";""		
2022-09-04;"55.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-09-04;"-12.3";"";"azn";"Продукты";"4.2 8.1";"Albali кредитная карта";"ХаниМани";""		
2022-09-04;"-5.0";"";"azn";"Гигиена и красота";"5";"Кошелёк";"ХаниМани";""		
2022-09-04;"-14.399999999999999";"-15.0";"azn";"Гигиена и красота";"6.6 3.8 4";"Albali кредитная карта";"Резервы";""		
2022-09-04;"-7.4";"-20.0";"azn";"Продукты";"4.7 2.7";"Кошелёк";"Резервы";""		
2022-09-04;"-3.0";"-10.0";"azn";"Автомобиль / Мойка";"3";"Кошелёк";"Резервы";""		
2022-09-03;"27.0";"";"azn";"";"";"";"";"Цифровая карта => Albali кредитная карта"		
2022-09-03;"-47.0";"-20.0";"azn";"Ребенок";"44 3";"Albali кредитная карта";"Резервы";""		
2022-09-02;"-6.0";"";"azn";"Интернет и связь";"3 3 Ильгар";"ASB kart";"ХаниМани";""		
2022-09-02;"1873.0";"";"azn";"";"";"";"";"ASB kart => Albali кредитная карта"		
2022-09-02;"1200.0";"";"azn";"";"";"";"";"Резервы => ХаниМани"		
2022-09-02;"50.0";"";"azn";"";"";"";"";"Albali kart => Депозит-Подушка безопасности"		
2022-09-02;"15.0";"";"azn";"Орифлейм";"15";"Кошелек Самира";"ХаниМани";""		
2022-09-02;"19.72";"";"azn";"Проценты и бонусы";"19.72";"Депозит-Подушка безопасности";"ХаниМани";""		
2022-09-02;"-66.0";"-20.0";"azn";"Продукты";"59 7";"Albali кредитная карта";"Резервы";""		
2022-09-01;"1841.0";"1900.0";"azn";"Зарплата Ильгар";"1841";"ASB kart";"Резервы";""		
2022-08-31;"-22.5";"-20.0";"azn";"Продукты";"22.5";"Кошелёк";"Резервы";""		
2022-08-30;"40.0";"";"azn";"Проценты и бонусы";"15 kesbek	 25edv";"Albali кредитная карта";"ХаниМани";""	
2022-08-30;"-0.5";"";"azn";"Ребенок";"0.5";"Кошелёк";"ХаниМани";""		
2022-08-30;"-0.7";"";"azn";"Продукты";"0.7";"Кошелёк";"ХаниМани";""		
2022-08-30;"-20.0";"-20.0";"azn";"Автомобиль / Бензин";"20";"Кошелёк";"Резервы";""		
2022-08-29;"-30.0";"-20.0";"azn";"Продукты";"30";"Albali кредитная карта";"Резервы";""		
2022-08-28;"-14.299999999999999";"-25.0";"azn";"Дом";"3.9 2.2 1 1.2 6";"Albali кредитная карта";"Резервы";""		
2022-08-28;"-54.0";"-20.0";"azn";"Ребенок";"40 4 лекарства	 10 врачу";"Albali кредитная карта";"Резервы";""	
2022-08-27;"85.0";"";"azn";"";"";"";"";"ABB kart Samira => Кошелёк"		
2022-08-27;"-22.799999999999997";"-20.0";"azn";"Продукты";"9.7 7 6.1";"Albali кредитная карта";"Резервы";""		
